Influent NH4+-N,Influent TN,Influent Flowrate,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Energy Consumption,External Carbon Source,Effluent TN
49.1,49.8,34171,7.35,29.2,141,23.9,0.19,41.9,14.5,17050,2.74,11.3
38.1,41.9,32830,4.69,14.1,40.7,12,4.62,17.3,15.4,13700,2.74,11.9
29.6,35.5,36310,3.64,22.3,78.5,17.6,2.63,41,15.5,15340,2.472,14.1
35.9,50.5,30551,8.54,30.5,84.1,18.6,0.09,42.6,13,11020,3.19,11.1
27.6,32.1,43921,8.86,36.3,37.9,9.35,7.08,26.9,8.55,17240,2.74,6.79
34.9,38.9,66080,5.25,21.8,41.2,17.2,0.14,41.6,14.3,20650,3.19,8.96
23,28.7,45290,8.09,8.25,53.9,16.3,6.36,25.2,14.5,16420,3.65,12.3
35,35.7,44230,3.23,31.5,67.2,15.6,2.12,36.2,9.78,16120,4.56,12
25.3,28,37320,2.57,29.6,85.6,18.8,1.69,31.2,15.3,15500,4.11,11.1
39.5,40.7,36960,2.93,16.5,74.6,27.2,0.82,39.1,23.3,15220,2.762,13.8
26.6,33,47740,7.8,25,37.2,14,4.68,16.7,13.5,15640,1.82,10.7
18.5,23.1,39680,8.51,29.7,71.2,16.7,4.67,37.6,13.3,17900,4.11,13.4
22.8,33.8,41781,5.22,25.4,69.1,12.8,6.29,24.4,13.3,16900,2.74,14.2
24.9,35.2,55140,7.18,15.9,34.3,13.6,1.31,19.2,12.8,13880,2.74,11.3
55.4,55.9,30378,7.42,31.6,66.4,24,0.18,39.8,14,19950,4.56,12.2
13.6,15.6,64340,13.79,16,57.8,9.01,0.08,34.3,7.07,21450,4.11,9.54
35.7,35.8,21270,6.75,23,39,14.2,6.48,17.6,8.9,10760,1.096,6.78
27.2,30.5,30360,0.31,19.2,28.6,13.2,2.77,19.4,12.2,10920,0.91,11.9
27.1,31.2,46410,5.17,33.2,57.8,15.7,0.67,31.2,12.7,17980,3.66,9.25
25.1,39.1,43480,9.89,25.7,84.2,13.8,0.47,44.3,11,15940,3.65,10.7
30.2,34.8,24149,11.63,17.4,53.7,9.44,6.07,24.3,7.12,13320,2.28,8.72
34.4,36.9,39270,2.27,20.1,68.2,11.9,2.23,29.9,10.1,15880,3.66,7.65
13.4,36.46,44231,9.68,32.5,37.6,12.9,0.54,21.8,12.8,13940,2.28,10.55
21.3,38.5,44220,9.89,26,43.2,5.3,0.41,30,5.78,13780,3.19,10.7
40,42.4,28600,8.76,30.8,54.6,10.2,4.85,22,9.08,13260,3.19,9.6
26.5,35.3,48030,5.51,11.3,57.1,16.3,0.5,23.7,13.8,17260,3.655,12.8
25.1,31.7,47211,7.7,15.9,23.8,12.6,5.86,15.2,11.7,14240,1.82,10.3
27.3,43.5,35369,6.53,24.2,46.8,15.5,3.52,19.6,13.6,13700,2.28,10.7
18,24.4,48761,3.95,29.5,49.1,4.98,4.28,23.1,4.82,16920,3.655,8.29
23.8,28.6,47541,10.33,18.6,54.4,11.9,0.09,35.6,7.75,16000,3.19,12.3
22.7,24.9,50120,8.62,16.3,19.7,9.99,6.19,12.2,10.3,13700,0.45,9.43
19.9,22.4,47880,11.47,11.6,39.8,9.08,5.13,17.4,7.06,14920,1.82,12
11.5,14.5,45450,9.26,33.2,45.5,12.3,5.88,24.6,12,17260,2.74,13.1
31.8,47.1,33180,8.2,28.1,77,5.57,5.12,28.6,4.72,13780,2.28,13.5
32.5,54,42790,3,16.7,85.1,17.9,2.47,45.5,13.2,15240,2.7,9.19
5.35,12.6,55121,10.19,17.6,35.9,9.46,4.21,18.7,9.51,14000,1.83,11.9
48.4,71.5,23710,8.44,32.9,53.2,14.9,5.2,30.8,10.2,12900,3.19,11.5
24.5,25.3,46390,8.81,26.4,28,11.1,6.09,13.6,12.3,14760,1.37,10.9
50.4,51.2,22810,9.37,13.9,10.9,8.72,3.98,41.1,6.7,13000,3.66,8.87
24.7,36.6,49660,5.94,18.4,25.6,11.4,4.98,14.4,11.7,14300,1.82,11.4
33.9,34.8,45620,10.36,23.7,52,15.8,0.15,38.2,12.7,15950,3.19,9.38
23.8,34.9,39340,9.61,40.8,58,14.2,4.85,35.6,12.1,17980,3.2,14.1
20.6,25.1,48780,9.59,13.4,70.2,6.75,0.08,40.5,5.23,19750,4.11,7.38
32.8,34.3,57139,8.71,21,52.2,12.6,0.13,45.4,10.3,20200,4.56,8.96
27.5,34.5,24001,11.99,16.5,53.4,8.36,5.92,20.5,7.68,13320,2.28,8.51
34.6,35.2,51841,8.5,20.4,49.2,13.5,0.13,40.3,9.69,20400,2.74,8.91
32.2,68.9,34181,10.97,24,66,14.1,1.09,41.2,13.5,15320,3.19,9.8
34.1,37.6,34590,11.02,19.2,57.9,13.7,4.47,22.6,10.9,14120,2.71,11.3
29.6,37.7,40001,5.89,29.8,70.6,12.6,0.81,25.2,12.7,14940,3.19,13.5
29.2,30.4,44580,2.18,25.8,63.2,16.7,0.76,30.3,14.4,15020,2.74,13.5
26.4,35.6,36019,10.89,25.9,80.5,16.9,0.78,47.1,10.9,15380,3.6,9.69
38.5,39,25710,4.93,20.1,28.1,14.1,2.7,30.3,14.5,8540,2.578,13.2
23.4,28.3,27621,11.59,17.9,65.5,8.67,5.9,27.5,8.3,13020,2.28,8.1
18.2,21.4,46930,8.03,35.6,48,15.5,4.71,14,14.7,16760,3.19,12.3
28.1,35.1,44381,8.05,21.7,64,14.8,0.43,39,10.5,16760,3.74,9.38
43.2,45.1,33890,7.99,23.9,117,18.2,0.2,50,13.2,20600,3.65,11.8
45.9,49.4,23550,9.78,14.7,112,8.92,5.06,34.6,6.7,12620,4.56,8.77
23,29.6,16449,10.06,21.6,48.1,15.9,4.82,18.5,13.6,11020,1.82,9.27
43.7,58.9,34581,6.06,27.4,40.9,16.5,3.97,23.3,15.9,13700,3.19,10.5
19.5,21.3,63650,9.12,17.4,40.6,12.9,0.13,38.4,6.75,21600,3.65,6.54
41.6,58.2,27000,4.48,33.2,87.1,15.9,0.09,43.1,13.5,15440,3.19,12.1
28.1,33.3,37250,4.42,20.8,82.3,17.6,4.81,34.9,14.5,17340,3.65,14.1
21.6,24.6,45010,5.89,35.6,49.9,13.4,6.49,25.3,11.1,16100,3.65,9.3
19.6,51.7,23821,11.84,26,95.6,14.9,4.2,33.6,13,13000,3.655,12.1
24.4,32.5,41360,7.75,5.41,36.7,17.8,4.19,21.6,14.8,17040,3.65,13.5
27.7,32.2,23720,11.51,15.9,60.6,10.2,5.31,21.9,9.08,12740,1.83,10.3
31.6,32.9,43330,2.58,27.7,64.5,13.9,1.5,32.2,10.2,16260,4.11,9.94
24.2,26.9,43690,3.92,34.8,45.8,11.6,4.34,27.5,8.29,16180,2.28,11.7
26.3,32.8,47549,9.46,22.6,58.6,17.4,0.09,35.4,10.9,16060,4.11,11.7
20.7,27.3,48840,10.57,18.4,56,11.7,0.09,30.4,9.7,16060,3.2,11.4
33.6,39.9,36849,6.23,7.91,39.6,14.6,5.22,27,10.2,14000,1.82,10.9
31.3,39,37509,5.42,32.5,76.3,13.6,0.09,60.5,15.1,15920,3.2,11.5
39.1,41.8,45259,11.69,23.2,52.2,17.8,0.16,38.5,12,16750,2.74,10
35.5,40.6,38610,8.2,27.5,38.3,12.5,4.79,19.8,10.2,13540,1.83,11.9
45.1,46.7,34299,7.47,29.5,84.1,20.8,0.18,38,13.6,19250,4.11,11.3
26.6,27.1,65200,5.53,23.7,46.9,16.7,0.14,31.6,12,20200,3.19,9.48
55.2,57.3,23200,9.15,20,88.4,7.74,3.9,36.6,6.65,12020,2.74,7.74
31,40.1,41600,9.4,21.9,70.1,10.4,0.09,39.8,9.22,15800,3.19,12
23.8,28.9,33060,8.84,17.4,56.4,9.33,0.08,41.2,8.22,18050,3.19,9.8
35,37.8,54941,8.31,22.2,48.1,12.3,0.14,36.5,9.64,19600,2.74,7.59
43.7,76.3,33540,5.7,24.6,53.4,10.7,3.99,18.9,13.5,13700,3.65,10.3
29.3,31.4,41600,6.4,17.2,43.9,19,4.71,24.5,15.2,17260,3.2,11.7
27.5,40,23280,11.56,18.9,52,10.7,5.32,15.99,8.36,13020,2.74,9.75
22.8,27.3,42440,7.24,19.1,71.9,16.3,5.66,31.4,15.3,18420,2.74,13.7
10.6,23.4,55430,9.07,13.4,24.4,13.7,5.7,18.9,13.5,14520,1.82,10.5
33.5,35.1,55971,7.93,23.2,48.2,17.8,0.21,41.3,13.2,20300,3.19,10.5
28.8,31.9,50909,2.19,23.3,136,8.71,2.96,50.1,5.56,17400,4.11,12.5
25.8,33.4,45520,7.17,8.98,50.4,15.9,4.74,27.5,14.5,16700,2.74,13.4
33.1,37.6,62170,6.51,23.1,48.6,15.9,0.14,29.9,12,19550,3.65,9.27
25.1,31.3,37210,3.35,17.1,60.1,29.6,3.41,31.2,27.1,15720,2.448,14.2
56.6,57.2,25900,9.51,16.1,104,6.65,4.87,35.4,6.96,13300,5.03,9.7
32,33.4,43180,2.51,24.4,64.1,19.1,0.82,28.8,16.7,16520,3.655,12.2
25.8,31.3,40810,3.12,22.86,68,25.2,2.74,47.6,16.4,15220,2.326,9.8
21.6,23.8,40140,3.3,28.3,54.7,10.3,2.52,29,9.62,16680,3.2,9.62
30.9,34.8,47851,5.07,35.9,49.7,10.6,5.89,26.4,10.2,17040,2.74,12
46.8,85.2,22340,8.97,14.9,118,9.44,5.44,34.2,5.1,12860,3.19,11.1
45.2,62.7,38500,7.39,24.1,57.2,7.12,5.56,18,8.98,14280,1.82,10.5
6.69,27.98,45800,2.87,17.3,47.3,10.812,2.29,26.8,9.702,16800,1.944,9.974
49.8,59.7,22590,7.52,30.1,43.7,18.4,3.8,29.4,13.9,12680,3.19,11.3
34.2,39.3,43450,3.2,33.9,82.4,20.4,1.74,36.8,16.2,16520,3.19,12.2
25.9,47.8,23701,11.42,19.2,51.1,10.9,4.7,18.2,9.08,13340,1.37,9.8
25.8,40.7,36769,11.08,22.4,56.2,12.7,4.27,22.5,10.6,13600,3.19,9.7
22.5,24.9,47779,8.81,21.4,71.6,20.6,0.09,37.6,9.17,15960,3.19,10.5
33,33.8,17670,7.02,18.7,72.2,8.33,0.08,51.5,9.27,17750,1.83,7.7
25.4,28.1,46459,9.05,16.5,58.1,10.5,0.08,34.3,6.7,18650,2.28,7.91
25.7,28.2,32670,7.11,24.7,28.3,11.3,5.97,21.7,13.3,14180,1.82,13.2
22.6,28,42809,2.18,23.1,57.6,16.3,2.14,30.6,13.5,16440,4.11,11.7
31.5,36.9,31360,10.31,24.9,77.4,15.3,0.21,45.8,10.4,14700,2.74,10.2
41.1,51.7,34561,5.35,22.4,66,10.7,0.08,45.6,9.85,17900,4.11,8.07
11.1,14.2,50240,8.08,32.1,44,3.48,6.39,24,2.74,15980,2.74,8.55
24.2,31.1,41501,11.47,15.7,47.1,10.2,1.64,30.4,8.33,12120,2.74,10.2
34.9,38.2,58340,8.65,23.4,46.8,13.6,0.14,43,10.7,19950,2.28,7.7
22.6,29.5,40601,9.7,25.3,66.9,15.7,0.09,41.8,11.8,15760,1.37,12.2
32.4,33.9,66259,5.77,21.2,43.5,15.9,0.14,40.4,11.7,20300,2.74,7.33
54.8,64.5,27210,5.5,24.2,54.2,27.1,2,37,24,13260,14.2545,7.49
48.5,47.6,37870,7.08,25,136,20.6,0.2,49.7,13.4,21150,5.48,10.4
18.6,21,43210,9.14,22.9,19.2,9.38,7.05,10.5,9.49,14320,0.91,7.55
18.2,49.8,46420,9.3,24.9,18.6,10.6,7.29,8.5,10.2,14560,0.91,7.16
27.7,28.8,67330,5.76,21.7,63.2,12.3,0.14,40.5,11.2,20200,3.19,9.43
21.2,23.4,36480,8.91,20.5,64.3,7.11,2.28,31.8,8.37,12540,2.696,12.4
12.9,14.1,67990,9.17,10.3,29.9,6.49,0.13,18.9,5.49,20550,1.37,7.07
39.7,55.8,22410,9.37,15.5,122,9.03,5.56,29.8,6.6,13140,3.66,10.2
17.4,22.5,45880,6.79,23.8,27.7,11.5,4.88,18,10.6,16980,1.37,9.46
48,60.7,33850,8.53,23.4,57.1,9.18,4.6,25.6,11.4,13900,2.74,9.8
42.3,51.2,18760,4.68,24.4,42.6,10.6,1.69,29,10.2,9800,7.31,7.11
55.2,57.2,23110,8.88,16.7,80.3,14,5.23,37.5,7.48,13440,1.37,10.4
26.7,30,38150,9.01,17.5,74.4,5.7,0.07,47.1,6.81,18300,3.19,9.12
31.4,32.2,37160,3.52,22.3,58.6,20,1.3,31.6,17.5,15460,2.658,12.4
22.1,26.9,34870,9.04,16.5,61.8,8.49,0.08,41.5,5.39,17900,2.28,9.01
21.6,27.3,43060,8.79,28.1,32.9,8.61,7.12,24.2,8.29,16620,1.83,10.9
51.9,59.7,27050,5.92,20.8,45.3,11.4,2.38,32,9.85,12500,13.5235,8.31
47.7,49.7,29720,9.08,26.1,142,22,0.2,47,13.8,20400,5.48,10.2
37.5,57.4,33220,2.04,23.4,38.4,14.4,4.74,21.6,14.8,13340,1.82,11.9
28.5,32.7,50370,7.76,12.9,26.4,10.4,5.67,16.8,13.4,15100,1.82,11.5
26.2,31.4,44841,1.42,20.1,25.2,12.2,3.75,16.4,12.6,16400,1.82,11.6
32.8,36.8,36980,4.07,22.9,44.5,7.32,6.18,24,11.9,11980,2.28,13.3
46.3,66.8,22960,9.31,12.5,74.6,11.9,5.12,39.4,10.8,12660,3.65,10.7
48.4,69,23090,9.28,16,84.5,16.8,5.26,31.6,11.5,13020,3.65,9.6
21.8,27.1,43350,6.44,26.3,62.9,23.9,0.13,33.8,14.8,16960,2.28,10.6
16.2,24.7,46121,7.53,18,80,11.3,3.38,27.8,11.2,14320,2.28,11.8
12.4,24,49110,9.51,15.4,21.5,11,7.43,13.1,10.9,14700,1.37,9.21
27.3,33.7,36880,6.62,37.3,72,17.6,2.04,35.4,14.4,17280,3.65,11.3
8.53,16.7,44900,10.57,20.1,58.2,8.46,4.73,30.3,6.91,15340,3.66,9.08
48.9,49.5,34929,8.56,29.8,117,22.5,0.18,37.3,13.5,17200,4.56,11.5
44.2,59.7,40539,9.13,22.5,56,17,0.15,34.8,11.8,16400,3.19,10.1
23.8,25.6,51189,8.31,17.6,18.1,9.71,5.75,11.4,8.1,15180,0.45,10.7
36.7,45.8,25049,4.61,18.9,55.7,16.5,3.01,14.7,14.5,13580,3.19,10.5
17.5,18.2,62060,9.81,23.8,57.2,12,0.07,32.4,9.9,19900,1.82,9.01
26.6,28.2,42020,2.44,27.8,62.3,15.4,1.93,32.1,11.3,16520,4.11,9.03
31,32.7,36560,7.86,22.4,76.1,9.47,1.75,32,4.36,13040,1.858,6.83
27.5,34.5,45750,7.54,23.8,64.4,12.6,0.54,32.2,10.8,14980,3.19,9.01
44.1,54.5,26540,7.83,24.1,42.2,13.5,4.34,20.7,9.7,12620,3.19,10.1
21.8,26.4,41970,8.1,4.8,67.7,14.1,3.85,26.9,14.6,17360,3.65,13.9
27.6,33.2,39190,5.98,14.1,61.2,20.1,3.49,29.9,16,17420,3.65,13
19.7,21.3,44560,9.67,29.8,21.3,12.3,7.45,14,12,14680,0.94,10.6
19.7,23.7,40139,10.5,18.4,62.7,11.4,0.09,37.4,9.59,15500,3.19,12.6
38.5,39.1,39909,4.96,23.8,95.1,17.7,0.18,37.8,12,16500,3.65,11.5
7.44,12.7,45039,5.71,30.8,68.8,11.3,4.55,21.6,12.4,13900,2.74,12.6
14.2,17.1,48239,3.76,36.8,46.2,12.8,5.66,25.1,10.7,17060,2.28,13.3
13.2,21.9,39591,11.66,16.9,56.2,11.2,5.34,21.6,10.6,14740,2.63,13.8
26.1,48.4,23759,11.64,20.1,56.1,12.3,5.74,17.1,11.8,13320,2.74,10.2
34.36,40.26,0,7.74,26.3,49.7,19.2,0.09,55.9,11.4,6920,0.91,11.1
19.5,24.7,41519,10.51,24.1,54.1,11.3,3.92,22.2,9.65,13580,2.741,6.86
35.7,36.4,42870,3.19,12.9,41.7,13,3.2,40.7,11.1,16340,2.104,13.2
31.4,34.4,60629,9.54,23.9,45.3,15.4,0.15,36.3,12.8,20350,4.11,10.3
36.5,37.8,42581,9.59,22.8,61.6,14.3,0.16,39.2,11.8,16300,3.19,11
18.1,22.7,44160,7.19,33.5,52,9.25,6.61,25,7.22,16140,4.11,6.9
38.8,52.2,32040,4.44,21.8,60.3,8.92,4.96,25.5,14.2,13500,3.19,14.1
17.2,36.1,45010,6.18,20.3,85.1,14.4,3.5,28.6,13.5,13980,3.65,11.8
25,26.8,43860,1.84,32.8,52.5,10.6,3.62,26.7,6.53,17000,3.65,6.85
38.5,41.5,32980,7.96,29.1,28.6,19.3,0.2,106,12.1,18550,3.65,12.4
17.7,22.5,48130,10.46,19.8,70.4,10.3,0.09,44,9.01,15840,3.19,13.7
45.5,56.7,26080,6.82,21.4,32,12.3,2.3,24.4,7.33,11820,11.696,7.22
50.5,54.8,35460,5.99,28,90.5,21.1,0.18,41.2,14.4,19650,3.65,10.2
45.6,71.2,32400,9.27,9.25,60.6,15.7,5.73,37.2,9.39,15860,3.19,9.65
7.44,10.7,45230,3.26,33.2,58.2,8.39,4.11,29.2,7.81,16460,4.11,11.7
29.1,37.4,38730,11.06,26.2,114,14.5,0.29,42.9,11.3,15140,4.11,10.4
15,20.8,55711,1.97,19.1,56.9,16.2,1.78,40.2,12.1,17700,2.74125,11.4
15.3,19.2,51991,5.91,15.4,24.6,12.9,5.37,13.4,12.5,14680,1.83,9.49
34.5,43.4,38180,6.9,21.1,60.9,14.1,3.88,31.7,11.3,13840,2.74,11.9
30.4,35.2,43860,6.19,25.3,59.3,18.5,0.1,41.7,14.7,15920,3.19,10
58.6,59.8,20940,3.49,15.8,33.4,42.3,3.02,29.8,37.9,14760,3.84,11.2
32.3,43.7,23960,10.98,21.9,58.1,17.1,4.15,22.3,11.8,13080,3.19,11.4
47.5,108,23990,8.81,16.6,81.6,10.5,5.59,27.4,9.49,12980,3.66,10.5
34.1,39.7,38820,6.63,26.6,18.9,19.6,4.07,15.4,15.9,14740,1.8,8.05
42.4,57.3,37849,4.73,16.1,50.1,9.29,5.86,18.2,15.8,13580,2.74,13.8
30.5,31.2,45590,3.54,14.3,59.5,11.7,3.74,35.7,6.15,15660,2.45,9.25
16.6,18.5,40567,7.91,30.1,39.2,4.44,6.75,23.8,3,15200,3.2,7.33
58.6,59.6,23800,9.15,18.2,59.8,19.8,5.49,35.2,8.87,13340,3.65,9.13
37.4,38,17480,9.74,17.2,148,15.6,5.17,42.4,13.9,12040,5.02,8.36
29.1,39.8,41800,9.67,19,49.9,8.49,0.14,31,7.44,16580,2.74,11
34.36,40.26,0,6.41,22.4,34.5,2.99,3.99,27.8,4.69,5340,5.0554,11.894
21,43.6,47930,7.43,12.3,25.2,12.2,6.1,12.8,13.2,14760,1.37,10.5
11.8,14,32270,9.41,21.5,26.1,10,5.8,18.8,12.5,9620,2.416,9.74
28.1,34,27480,11.07,24.8,67.6,19.8,5.26,22.3,12.9,13620,1.83,7.89
21.1,28.4,27460,11.21,21.7,47.5,14.1,5.3,22.9,14.4,14040,2.74,9.54
25.8,34.6,23650,11.17,20.8,76.5,12.8,5.02,24.4,11.7,12780,2.28,9.13
37.7,47.5,42249,6.04,28.3,87.6,20.2,0.09,60.1,14.9,15500,3.07,12.5
26.6,33.1,52350,1.3,21.6,75.4,16.5,1.72,49.9,14.1,16900,3.0175,13.5
33.9,36.6,44650,3.23,30.7,63.8,16.1,2.18,34.3,10.6,16080,3.65,9.62
17.8,31.1,52181,9.42,22,16.9,6.88,7.03,6.9,7.66,14220,1.37,8.1
15.7,18.9,34031,11.47,19.9,45.1,10.4,0.86,22.3,10.6,11560,2.28,9.48
35.1,64.4,31811,8.52,27.2,72.6,4.48,5.34,17.2,11.8,13740,3.19,11.9
26.3,28.2,44320,1.96,27.5,61.1,16.8,1.85,34,13.9,17100,2.74,13.3
31.5,43.5,40160,3.83,26.3,37.5,14.8,5.71,24,12.8,13840,2.28,12.4
11.2,30.44,40110,0.29,30.1,14.5,17.14,5.44,17.5,15.438,15760,2.072,12.342
32.1,38.4,33989,10.18,21.8,64.2,15.9,0.1,45.8,10.1,12160,3.65,11.1
30.8,37.1,39760,4.15,8.7,60.8,14.6,3.15,28.1,13.6,16820,3.19,13.8
11.2,13.5,49130,2.8,14.6,72.5,13.4,2.29,43.6,9.1,16020,2.025,12.6
37,51.7,29770,6.38,23.8,60.5,11,4.98,21,8.72,13860,2.74,11.3
21.9,26.9,37070,3.34,22.1,46.9,19.3,1.85,42.6,14,16220,2.592,14.2
37.8,48.9,38630,7.17,14.4,65.8,8.87,4.21,24.4,8.72,13260,2.28,12.4
25.2,25.2,45310,5.2,17.8,34.3,7.33,4.39,25,4.82,15960,2,6.69
18.9,20.6,65390,7.44,21.8,58.3,12.8,0.13,37.2,9.43,21650,4.11,7.07
21.7,30.6,50040,9.22,19.7,52.2,5.44,5.1,20.6,5.11,14480,0.91,8.38
30.3,39.5,53490,7.34,27.1,57,17.4,0.12,37.5,12.4,20850,3.19,8.64
39.9,43.4,44150,8.77,24.1,48.8,18.5,0.15,38.5,12.7,16600,3.19,9.75
38.1,40.4,55579,11.04,23.8,56.2,15,0.15,47.3,12.3,20000,3.19,9.75
27,29.5,49869,1.37,24.7,70.7,7.81,3.71,33.8,6.42,17240,3.655,7.01
55.7,57.5,27270,6.07,25.2,45.3,22.1,3.4,27.1,20.9,13540,13.889,8.97
20.1,25.3,44590,6.25,44.6,54.4,14.6,3.54,34.4,11,17900,3.19,11.7
31.5,35.1,23800,11.16,12,45.6,10.1,4.63,25.4,9.65,12300,2.74,8.98
15.7,19.1,59931,9.48,26.7,16.1,10.1,7.41,10.6,12.2,14820,0.91,8.5
26.1,30,30770.2,2.84,18.7,36.4,15.8,5.33,28.9,10.6,11140,2.61,8.07
34.36,40.26,0,4.32,23.3,41.5,8.62,3.04,29.2,10.7,5520,5.0554,11.894
25.5,36.8,47199,6.19,23.4,62.2,16.1,0.51,23.5,13.5,18760,4.11,13.2
36.2,38.4,42510,2.82,12.8,49,17.6,2.47,23.4,12.5,14260,2.144,9.89
8.59,12.7,49461,9.7,9.59,27.6,5.91,0.08,24.2,5.13,20050,1.82,8.17
27.8,34.8,43889,2.62,28.9,60.8,10.4,3.11,27,8.84,13960,4.11,7.59
23.1,27.9,28000,7.63,17.7,42.8,15.3,5.09,28.9,6.12,11720,2.526,10.5
21.5,27.6,44890,7.26,42.1,66.4,15.4,4.62,32.6,9.94,17760,3.6,13.3
34.3,37.6,36210,8.06,20.9,80.6,8.85,0.08,43.2,7.44,19650,3.65,9.12
43.1,70.4,30720,7.83,26,66.4,11.5,4.74,27.5,11.3,13500,2.28,9.75
41.7,41.1,22850,9.33,12.6,77.4,10.1,5.02,40.5,9.6,13180,3.19,10.3
37.4,41.8,40790,3.11,25.09,68,18,2.59,44.5,10.2,15960,2.528,11.3
31.4,33.4,48350,8.82,23.3,40.7,18.8,0.15,42.4,13,16650,3.19,10.3
29.6,35.8,43080,5.82,24.3,62.7,16,0.43,27.8,13,13980,3.65,13
58.8,60.4,27090,5.03,21.4,52,28.9,2.96,34.8,26.5,15260,15.31,12.9
31.2,34.3,42271,2,24.4,63.5,14.5,2.09,32.1,13.4,16580,4.11,11.4
20,20.9,23691,11.45,14.9,87.6,9.6,4.65,31,6.24,12920,2.28,11.4
26.1,29.1,47980,2.8,16.2,48.9,7.06,4.1,32.1,10.1,15940,2.74,6.95
40.1,65.1,37810,8.06,24.7,54.4,4.84,6.25,28.6,12.1,14120,2.28,13.8
35.7,38.3,42621,4.95,25.3,57.8,20.1,0.19,38.2,12.3,15600,3.65,9.93
27.1,28.9,55210,3.49,23.7,54.2,4.66,4.2,28.2,3.96,17840,3.65,6.53
14.6,16.8,46731,9.38,36,45.8,8.5,6.96,22.4,9.46,17540,3.19,10.3
30.9,37.7,39631,1.82,27.8,63.3,13.1,2.49,28.3,10.1,15880,3.655,7.7
50.1,53.6,23020,9.34,15.3,86.5,10.8,5.18,34.2,8.56,13160,4.11,11.5
21.6,26.7,43129,10.68,26.8,53.6,11.9,4.27,19.6,9.6,14020,2.74,9.29
30.7,33,45669,2.54,24.5,64.9,9.94,3.8,29.5,5.99,16060,4.56,12.1
34.7,36.6,42170,6.58,24.8,79.4,12.2,0.09,58,12.7,15540,3.655,11.7
29,29.7,41900,2.6,28.7,61.7,14.9,1.63,33.2,11.3,16620,3.65,9.03
49.1,50.4,27100,5.94,25.3,47.9,20.8,2.86,30.2,21.6,13900,12.427,7.27
22.2,39.6,41049,5.84,22.1,60,13.3,3.12,27.2,13,14000,2.74,12.1
49.1,50.3,33631,6.74,28.4,61.1,25.6,0.19,31.3,14.3,19850,3.65,10.4
36.8,38.2,38620,6.84,21.5,46.7,13.5,2.38,29.3,8.37,11820,2.568,8.86
20.1,25,65980,9.11,18.4,60.6,9.8,0.13,33,7.07,22000,4.11,6.91
30.8,31.5,37700,9.01,33.2,82,10.7,0.07,52,9.01,18750,4.11,8.12
27.6,33.8,41430,6.05,16.5,54,21,3.45,28.8,15.3,17380,3.19,13.7
16.1,18.5,27950,6.89,15,26.9,15.7,4.3,25.7,8.81,9340,2.544,8.37
35.8,43.9,37121,5.82,32.1,76.6,25.2,0.09,60.7,16.6,15900,3.19,11.9
37,38.4,26211,5.69,19.9,62.9,11.3,3.82,26,12.4,13680,3.19,11.3
32.4,36.9,39850,2.54,13.2,44,20.3,2.4,41.7,18.4,15260,1.934,9.74
37.1,39.4,52591,10.34,20.2,69.5,13.8,0.16,42.8,10.8,16600,2.74,7.86
32,36.1,45000,3.19,28,69.4,13.5,2.31,33.3,10.6,17060,4.11,9.99
28.6,29.8,41449,2.69,13.7,64.3,15.3,1.77,33.1,11,16300,4.11,8.13
34.1,37.8,48050,15.53,16.5,56.5,11,0.16,42.4,10.1,16700,3.65,9.43
30.7,36.2,36019,3.12,30.1,77.6,15.7,4.04,36.9,12,18000,3.65,13.2
33.8,36.5,23669,10.88,20.9,85.9,16.2,4.33,23.5,9.54,12480,2.74,8.46
37.1,37.5,43599,3.21,33.4,67.2,17.8,1.84,32,13.8,16580,3.65,11.4
15.4,23.2,46680,7.28,23.8,54.6,9.03,3.77,20.7,12.5,13200,3.66,10.8
29.5,35.8,37260,6.98,18.2,75,8.25,3.72,30.6,10.6,13900,2.74,12
26.6,29.4,42460,6.84,13.2,65.4,17.1,2.14,30.5,12.7,16060,3.65,13.3
25.2,36.9,36389,6.24,24.6,26.5,11.6,6.27,14.8,12.1,13640,1.83,13
21.2,24.2,24121,12.02,18.2,63.4,8.92,6.02,26.7,6.13,13560,2.28,9.44
15.4,24.5,47630,3.01,15.7,67.6,19.3,1.98,49.9,14.5,15860,2.61,9.57
28.9,32.5,40141,4.28,27.3,68.8,18.3,3.59,30.4,17.3,13880,2.28,10.7
25.8,34.6,45000,7.11,11,80,18.1,1.92,39.8,16.2,17620,4.11,12.7
7.26,10.1,49220,9.42,14.3,41.9,9.01,0.08,35.4,7.49,18600,1.37,7.23
31.6,34.4,15240,4.57,19.5,35.7,11.8,4.85,29.9,7.91,11380,2.32,8.98
27.2,31,45639,8.37,26.5,26.2,10.5,6.02,12.2,12,14300,1.83,9.49
19.6,24.3,47240,9.22,20.2,28.4,9.99,5.3,16.9,8.93,17180,1.37,10.3
25.5,29.8,36830,10.25,22.5,58.3,17,0.48,32.6,11.6,11920,3.19,9.06
19.9,26.1,47450,5.72,34.2,47.2,15.4,0.57,27,11.8,17260,2.74,9.09
13.1,41.1,52960,9.89,20.6,40.8,8.65,7.1,20.4,5.88,14080,3.65,10.8
28.5,36.1,41700,5.28,8.15,74.3,19.7,2.1,32,14.4,17140,3.2,12.7
